,Time,sailActive,sailPosX,sailPosY,sailPosZ,earthPosX,earthPosY,earthPosZ,distanceToNEO
37,185.0,1,-0.355026701117663,0.979075387851749,-0.0032611033425076165,-0.380048875090932,0.9077790552683871,-5.0062514730084486e-05,0.468791648985487
38,190.0,1,-0.4321207838489742,0.9566624570999013,-0.004935632821103363,-0.4592030824180162,0.8707932796755067,-5.056488916703055e-05,0.4439395082150092
39,195.0,1,-0.506789622646922,0.9290634789025226,-0.006804094122081524,-0.5347983213156361,0.8270582945108643,-5.067535717223288e-05,0.41897225929771187
40,200.0,1,-0.5787366411041299,0.8965614626584223,-0.008826776632330873,-0.6062543848007453,0.7769218095508971,-5.0393599295669476e-05,0.394081838408014
41,205.0,1,-0.6476913108001449,0.8594515832557869,-0.010956912512837992,-0.6730263105933201,0.7207822026075664,-4.97224672615242e-05,0.3694348126966245
42,210.0,1,-0.7134067385343046,0.8180396237141346,-0.013142591148960017,-0.7346089169802291,0.659084691568727,-4.866793774741821e-05,0.3451678501976077
43,215.0,1,-0.7756575949760365,0.7726409294348789,-0.015329150401940966,-0.7905408761435364,0.5923170872604097,-4.7239035336416837e-05,0.3213850868660847
44,220.0,1,-0.8342385330704473,0.723579594276855,-0.0174619665040535,-0.8404082855016217,0.5210051909711884,-4.544772638486876e-05,0.2981575414021858
45,225.0,1,-0.8889631591618333,0.6711875781873584,-0.01948950844433531,-0.8838477076569858,0.4457079039369843,-4.3308785970789306e-05,0.2755245820953998
46,230.0,1,-0.9396635268927194,0.6158034729089062,-0.021366464811859612,-0.9205486597455388,0.3670121177931576,-4.0839640436513405e-05,0.2534972896841621
47,235.0,1,-0.9861900338332186,0.5577706910229747,-0.023056699994039982,-0.9502555430160903,0.28552745501075977,-3.806018830930443e-05,0.23206339425369155
48,240.0,1,-1.0284115264840104,0.49743495345804556,-0.024535762893219713,-0.9727690130376638,0.20188092676156533,-3.499260257160787e-05,0.21119330954598975
49,245.0,1,-1.066215374407202,0.4351410832319342,-0.02579266549927696,-0.987946799778934,0.11671157267020418,-3.166111735916197e-05,0.1908466702729032
50,250.0,1,-1.0995072700204207,0.3712292621730086,-0.026830678954129196,-0.995703994720502,0.03066514271940273,-2.8091802193765204e-05,0.1709787264295329
51,255.0,1,-1.1282112125784005,0.30603082961758604,-0.027666919344508666,-0.9960128289925809,-0.05561112358937851,-2.431232681430829e-05,0.1515465660729842
52,260.0,1,-1.152371988987151,0.23982314952777822,-0.02831411753323143,-0.9889019721789771,-0.14147357160474608,-2.0351719562936378e-05,0.13260067265784622
53,265.0,1,-1.1720337346186485,0.17286708771248938,-0.028779556938242832,-0.9744553858476882,-0.22628701657034986,-1.6240122122611496e-05,0.11417418070437471
54,270.0,1,-1.187240457370153,0.1054127861598554,-0.02906610790123957,-0.9528107690629005,-0.3094294030906189,-1.2008543198487378e-05,0.0962842821941131
